fips,year,cover_crop_acres,acres_operated
35047,2017,311,2350432
35049,2012,2555,(D)
35049,2017,1006,717704
35051,2012,476,1012233
35051,2017,72,1250136
35053,2012,279,912476
35053,2017,294,1271368
35055,2012,818,285130
35055,2017,701,313414
35057,2012,(D),1561057
35057,2017,711,1864589
35059,2012,3000,1886887
35059,2017,1421,1967370
35061,2012,414,517702
35061,2017,553,669727
36001,2012,248,59564
36001,2017,495,63394
36003,2012,2662,161713
36003,2017,4394,150383
36005,2012,0,NA
36005,2017,NA,(D)
36007,2012,880,62467
36007,2017,1190,79676
36009,2012,1958,166240
36009,2017,5126,197257
36011,2012,11303,225204
36011,2017,25704,238444
36013,2012,4122,223634
36013,2017,9861,236546
36015,2012,851,66904
36015,2017,1543,58114
36017,2012,661,148982
36017,2017,2531,167226
36019,2012,566,161605
36019,2017,734,147229
36021,2012,2966,99179
36021,2017,2639,95378
36023,2012,3502,113519
36023,2017,5546,115024
36025,2012,544,140225
36025,2017,1280,145608
36027,2012,1207,101948
36027,2017,1699,112482
36029,2012,6206,143081
36029,2017,6778,142679
36031,2012,541,57622
36031,2017,370,54837
36033,2012,3645,140717
36033,2017,4347,145023
36035,2012,148,22181
36035,2017,125,31869
36037,2012,12009,176943
36037,2017,15994,187317
36039,2012,489,34979
36039,2017,422,42986
36041,2012,0,932
36041,2017,NA,2078
36043,2012,2080,117780
36043,2017,3360,140270
36045,2012,5149,247456
36045,2017,8731,290811
36047,2012,7,23
36047,2017,10,(D)
36049,2012,3311,182457
36049,2017,3924,181741
36051,2012,11303,189488
36051,2017,15561,194945
36053,2012,4749,171865
36053,2017,5964,187496
36055,2012,3320,106778
36055,2017,8215,98676
36057,2012,1886,114990
36057,2017,3021,131386
36059,2012,(D),910
36059,2017,17,2682
36061,2012,0,11
36061,2017,(D),(D)
36063,2012,2118,140259
36063,2017,3960,142818
36065,2012,4057,192767
36065,2017,5016,205106
36067,2012,6409,160717
36067,2017,12486,150269
36069,2012,10949,200089
36069,2017,19519,192616
36071,2012,2521,81192
36071,2017,2367,88030
36073,2012,8106,129573
36073,2017,7245,135090
36075,2012,351,86167
36075,2017,750,94209
36077,2012,1867,154634
36077,2017,1117,180750
36079,2012,(D),7472
36079,2017,20,5908
36081,2012,6,(D)
36081,2017,(D),442
36083,2012,1666,82766
36083,2017,2273,88763
36085,2012,(D),(D)
36085,2017,NA,(D)
36087,2012,16,576
36087,2017,22,526
36089,2012,3194,342595
36089,2017,8238,356909
36091,2012,1568,71604
36091,2017,2786,78849
36093,2012,151,17360
36093,2017,81,19868
36095,2012,1210,99819
36095,2017,3286,98369
36097,2012,1234,78805
36097,2017,1367,69222
36099,2012,3578,118545
36099,2017,7483,130206
36101,2012,8816,397157
36101,2017,7143,405727
36103,2012,6883,30032
36103,2017,6329,35975
36105,2012,90,59942
36105,2017,208,53859
36107,2012,1294,113182
36107,2017,2497,107873
36109,2012,3086,91277
36109,2017,3278,90774
36111,2012,1075,58932
36111,2017,1653,71222
36113,2012,52,10086
36113,2017,(D),9528
36115,2012,4937,185291
36115,2017,7468,189391
36117,2012,5061,159093
36117,2017,7415,179109
36119,2012,39,6977
36119,2017,83,7752
36121,2012,35565,234861
36121,2017,25503,225864
36123,2012,13075,114922
36123,2017,16252,126946
37001,2012,1500,80042
37001,2017,2213,83551
37003,2012,1432,54146
37003,2017,929,58668
37005,2012,4630,70593
37005,2017,3167,90926
37007,2012,829,85330
37007,2017,1496,83601
37009,2012,544,109790
37009,2017,1138,112462
37011,2012,439,28679
37011,2017,312,28224
37013,2012,1619,139475
37013,2017,2124,148286
37015,2012,14460,148113
37015,2017,14259,146754
37017,2012,2470,180340
37017,2017,3886,117323
37019,2012,990,44693
37019,2017,1171,45442
37021,2012,1526,72284
37021,2017,1296,71480
37023,2012,346,38641
37023,2017,1152,34387
37025,2012,920,63667
37025,2017,485,66241
37027,2012,303,37991
37027,2017,671,32057
37029,2012,0,59239
37029,2017,797,49310
37031,2012,236,62764
37031,2017,128,62836
37033,2012,2286,104882
37033,2017,3237,97060
37035,2012,1631,63530
37035,2017,3331,67098
37037,2012,642,105995
37037,2017,1255,111778
37039,2012,37,26236
37039,2017,152,21453
37041,2012,7632,53528
37041,2017,5438,58146
37043,2012,332,12525
37043,2017,222,11752
37045,2012,2364,113341
37045,2017,1911,116651
37047,2012,2757,141080
37047,2017,3086,159227
37049,2012,1224,81360
37049,2017,2109,70632
37051,2012,3897,65995
37051,2017,3272,82317
37053,2012,196,44834
37053,2017,124,35356
37055,2012,0,5342
37055,2017,30,(D)
37057,2012,3609,92359
37057,2017,6472,87310
37059,2012,758,76933
37059,2017,1800,59618
37061,2012,11433,243098
37061,2017,18296,230925
37063,2012,1011,18603
37063,2017,249,20854
37065,2012,10992,148917
37065,2017,11461,126635
37067,2012,3146,34801
37067,2017,1086,40467
37069,2012,3118,107967
37069,2017,4373,116889
37071,2012,521,37695
37071,2017,760,41923
37073,2012,2560,57985
37073,2017,6663,63291
37075,2012,4,10998
37075,2017,(D),6837
37077,2012,4060,124813
37077,2017,5466,100822
37079,2012,2760,83322
37079,2017,2853,101189
37081,2012,2128,76352
37081,2017,3672,90750
37083,2012,35653,209073
37083,2017,40736,195896
37085,2012,12714,106262
37085,2017,13494,119775
37087,2012,1288,52244
37087,2017,1104,48975
37089,2012,2322,41099
37089,2017,2074,35752
37091,2012,11439,80902
37091,2017,7404,83042
37093,2012,3561,53647
37093,2017,411,58588
37095,2012,548,124874
37095,2017,2217,107559
37097,2012,8711,133346
37097,2017,7814,152385
37099,2012,1143,15729
37099,2017,285,16201
37101,2012,21492,183281
37101,2017,23473,194827
37103,2012,1033,65649
37103,2017,1852,59367
37105,2012,1621,35170
37105,2017,1767,39081
37107,2012,6230,113708
37107,2017,13074,122104
37109,2012,1043,54080
37109,2017,3585,55570
37111,2012,96,22997
37111,2017,140,24903
37113,2012,167,19775
37113,2017,53,22684
37115,2012,340,56761
37115,2017,847,56282
37117,2012,13912,140980
37117,2017,12456,127187
37119,2012,258,11674
37119,2017,55,15439
37121,2012,90,14802
37121,2017,78,19322
37123,2012,1786,33521
37123,2017,133,35047
37125,2012,2364,89375
37125,2017,2802,82462
37127,2012,14283,129478
37127,2017,10968,140620
37129,2012,0,879
37129,2017,NA,2881
37131,2012,23019,170170
37131,2017,30003,162758
37133,2012,2838,52473
37133,2017,1004,57643
37135,2012,695,69908
37135,2017,2403,56666
37137,2012,(D),43262
37137,2017,1126,46785
37139,2012,1407,72174
37139,2017,445,72270
37141,2012,399,64484
37141,2017,957,55775
37143,2012,2147,80322
37143,2017,1682,80116
37145,2012,1641,82194
37145,2017,2331,95299
37147,2012,9735,186412
37147,2017,17150,171821
37149,2012,257,29102
37149,2017,195,24101
37151,2012,963,147781
37151,2017,5810,156813
37153,2012,4308,59173
37153,2017,1409,47573
37155,2012,6021,263740
37155,2017,9102,265546
37157,2012,3644,124613
37157,2017,4561,112166
37159,2012,7261,118914
37159,2017,9063,121145
37161,2012,488,59921
37161,2017,895,59540
37163,2012,19729,301248
37163,2017,28144,291635
37165,2012,1276,54853
37165,2017,6345,68934
37167,2012,9065,95867
37167,2017,9265,93071
37169,2012,2392,92904
37169,2017,2842,91547
37171,2012,4817,152452
37171,2017,10483,126897
37173,2012,59,10131
37173,2017,195,(D)
37175,2012,470,14684
37175,2017,215,17929
37177,2012,(D),52946
37177,2017,(D),64590
37179,2012,756,186626
37179,2017,2769,201655
37181,2012,1228,66157
37181,2017,2181,54880
37183,2012,6113,77008
37183,2017,7828,84229
37185,2012,855,60778
37185,2017,2775,65699
37187,2012,1639,79680
37187,2017,3046,91398
37189,2012,492,49614
37189,2017,161,55765
37191,2012,9997,165345
37191,2017,17021,191195
37193,2012,1887,106710
37193,2017,3701,111118
37195,2012,20915,122946
37195,2017,21906,111395
37197,2012,2647,87522
37197,2017,5060,100483
37199,2012,208,30824
37199,2017,341,31002
38001,2012,2522,599579
38001,2017,4262,601272
38003,2012,2127,952048
38003,2017,13261,936780
38005,2012,2046,750870
38005,2017,7164,802059
38007,2012,363,734722
38007,2017,2564,722275
38009,2012,8890,958377
38009,2017,11510,899431
38011,2012,2876,711385
38011,2017,1749,730327
38013,2012,4463,519380
38013,2017,6673,595094
38015,2012,4951,824199
38015,2017,5374,951021
38017,2012,4065,1126085
38017,2017,14391,1107398
38019,2012,1434,928239
38019,2017,4096,940331
38021,2012,5518,678927
38021,2017,12932,633295
38023,2012,1601,704197
38023,2017,2243,564975
38025,2012,2183,1016961
38025,2017,4168,1031359
38027,2012,2190,377145
38027,2017,4160,395811
38029,2012,3294,811583
38029,2017,8646,743925
38031,2012,992,393909
38031,2017,10620,373970
38033,2012,2112,626343
38033,2017,2558,562453
38035,2012,1653,798480
38035,2017,11148,816478
38037,2012,2089,959467
38037,2017,3389,1049893
38039,2012,6396,453644
38039,2017,19560,445480
38041,2012,6890,704881
38041,2017,2817,715958
38043,2012,5009,748445
38043,2017,7429,780319
38045,2012,7150,726731
38045,2017,7230,725867
38047,2012,1423,631778
38047,2017,2834,571599
38049,2012,1431,1040198
38049,2017,5598,1061267
38051,2012,3487,487665
38051,2017,4083,589716
38053,2012,3506,1119275
38053,2017,5732,1064191
38055,2012,11780,1045419
38055,2017,11264,1112659
38057,2012,3017,518195
38057,2017,2481,503164
38059,2012,4346,1225934
38059,2017,5113,1220004
38061,2012,5064,1081383
38061,2017,2280,963672
38063,2012,3870,552853
38063,2017,7439,560478
38065,2012,1506,313542
38065,2017,2365,394528
38067,2012,10117,691493
38067,2017,20480,692140
38069,2012,5249,540395
38069,2017,8081,598228
38071,2012,1980,696611
38071,2017,4385,698412
38073,2012,6063,549074
38073,2017,15465,501632
38075,2012,17273,554267
38075,2017,12342,500082
38077,2012,8526,875444
38077,2017,19780,868923
38079,2012,1343,512172
38079,2017,9111,534301
38081,2012,6313,548088
38081,2017,13255,512830
38083,2012,1937,551381
38083,2017,2530,513511
38085,2012,1122,588162
38085,2017,820,573113
38087,2012,2253,727694
38087,2017,843,674345
38089,2012,5519,735504
38089,2017,5083,829547
38091,2012,982,421219
38091,2017,3852,425834
38093,2012,4583,1315703
38093,2017,23775,1302623
38095,2012,1889,630795
38095,2017,4504,645445
38097,2012,3749,538836
38097,2017,4247,547732
38099,2012,3279,804520
38099,2017,8122,802372
38101,2012,2043,1153475
38101,2017,7046,1073283
38103,2012,5985,785692
38103,2017,19752,738102
38105,2012,3361,999227
38105,2017,3661,1063109
39001,2012,2626,165947
39001,2017,11127,172408
39003,2012,3368,186623
39003,2017,9693,183186
39005,2012,7991,160698
39005,2017,12875,152972
39007,2012,2190,153654
39007,2017,2238,165967
39009,2012,916,98742
39009,2017,1110,90473
39011,2012,5315,210018
39011,2017,16759,210084
39013,2012,386,129364
39013,2017,1342,113233
39015,2012,5699,207957
39015,2017,11508,206446
39017,2012,2358,123916
39017,2017,2710,146054
39019,2012,3066,110672
39019,2017,5068,106256
39021,2012,3037,188997
39021,2017,3500,190060
39023,2012,4586,170987
39023,2017,2268,174337
39025,2012,1340,97342
39025,2017,3422,121125
39027,2012,4005,212769
39027,2017,5411,208142
39029,2012,4834,142422
39029,2017,9749,127846
39031,2012,3579,182555
39031,2017,6599,169762
39033,2012,8118,238233
39033,2017,13389,240022
39035,2012,73,2248
39035,2017,(D),2608
39037,2012,7845,343774
39037,2017,10655,339981
39039,2012,6571,228465
39039,2017,15307,225250
39041,2012,3947,132875
39041,2017,8640,140902
39043,2012,2150,86440
39043,2017,4940,83330
39045,2012,5976,188407
39045,2017,9592,206699
39047,2012,3189,204254
39047,2017,4047,196529
39049,2012,475,52356
39049,2017,203,62017
39051,2012,5763,196306
39051,2017,16611,195356
39053,2012,996,118630
39053,2017,2384,115838
39055,2012,1306,69907
39055,2017,1034,66809
39057,2012,1280,167701
39057,2017,4212,145790
39059,2012,4472,151837
39059,2017,4918,143763
39061,2012,990,17970
39061,2017,724,21618
39063,2012,3804,240017
39063,2017,17403,230261
39065,2012,8080,261744
39065,2017,25450,247839
39067,2012,1256,99340
39067,2017,(D),95387
39069,2012,8213,234876
39069,2017,11570,235919
39071,2012,4758,287973
39071,2017,9462,264521
39073,2012,322,38357
39073,2017,186,38085
39075,2012,11993,173925
39075,2017,12880,220948
39077,2012,8155,240519
39077,2017,12772,238291
39079,2012,624,67446
39079,2017,847,71681
39081,2012,262,76987
39081,2017,521,68341
39083,2012,8151,194445
39083,2017,21757,186047
39085,2012,297,13098
39085,2017,400,17125
39087,2012,361,62009
39087,2017,329,64575
39089,2012,3096,220486
39089,2017,4422,224015
39091,2012,6221,211281
39091,2017,13211,212937
39093,2012,2974,125721
39093,2017,7184,122692
39095,2012,1216,65558
39095,2017,5826,63022
39097,2012,6983,252392
39097,2017,11460,263275
39099,2012,1808,74560
39099,2017,2437,74966
39101,2012,1237,203860
39101,2017,9141,189210
39103,2012,1193,99325
39103,2017,3619,94978
39105,2012,543,78449
39105,2017,1078,75801
39107,2012,18314,268958
39107,2017,15985,273152
39109,2012,6319,173159
39109,2017,6793,184233
39111,2012,693,107724
39111,2017,1050,111161
39113,2012,780,113109
39113,2017,3346,124105
39115,2012,725,99210
39115,2017,880,95174
39117,2012,3923,165235
39117,2017,13865,167736
39119,2012,2505,189022
39119,2017,4380,173269
39121,2012,220,80124
39121,2017,234,86117
39123,2012,4740,121498
39123,2017,14240,112677
39125,2012,9612,219663
39125,2017,18206,220878
39127,2012,1300,101130
39127,2017,1768,107224
39129,2012,3572,296988
39129,2017,6921,293684
39131,2012,3590,97809
39131,2017,3001,97446
39133,2012,982,85877
39133,2017,6028,83321
39135,2012,4893,213476
39135,2017,5146,224243
39137,2012,12721,304862
39137,2017,38220,305567
39139,2012,7876,155844
39139,2017,7536,160623
39141,2012,4690,247903
39141,2017,4897,221723
39143,2012,3164,178761
39143,2017,11013,181440
39145,2012,488,91414
39145,2017,1241,94342
39147,2012,8725,266896
39147,2017,30293,290511
39149,2012,6645,214966
39149,2017,12128,206283
39151,2012,4305,132896
39151,2017,7210,135749
39153,2012,297,18752
39153,2017,387,16545
39155,2012,1391,123654
39155,2017,2836,113896
39157,2012,5009,143836
39157,2017,9144,138083
39159,2012,4030,217604
39159,2017,11715,241935
39161,2012,5241,248341
39161,2017,16637,227277
39163,2012,477,31457
39163,2017,634,33400
39165,2012,2886,90329
39165,2017,3403,106624
39167,2012,2273,144406
39167,2017,5709,138940
39169,2012,13641,251996
39169,2017,22544,271657
39171,2012,9908,210592
39171,2017,24037,208012
39173,2012,8558,268767
39173,2017,17821,267957
39175,2012,2805,224603
39175,2017,12099,220841
40001,2012,980,238815
40001,2017,380,252140
40003,2012,3954,523784
40003,2017,4738,545223
40005,2012,685,357305
40005,2017,736,353158
40007,2012,1753,1037049
40007,2017,1981,1115852
40009,2012,9681,498089
40009,2017,18272,567886
40011,2012,5442,593172
40011,2017,8544,521986
40013,2012,2380,432983
40013,2017,1740,441289
40015,2012,15081,755924
40015,2017,21663,707669
40017,2012,6215,498316
40017,2017,4269,500776
40019,2012,1264,396475
40019,2017,1103,456594
40021,2012,867,217176
40021,2017,558,236042
40023,2012,1347,337643
40023,2017,1326,330410
40025,2012,7332,1097472
40025,2017,6527,1157186
40027,2012,1536,122891
40027,2017,244,133729
40029,2012,(D),273451
40029,2017,2966,273616
40031,2012,1947,467180
40031,2017,2137,462992
40033,2012,4922,404667
40033,2017,7962,399818
40035,2012,224,423245
40035,2017,512,462205
40037,2012,309,327216
40037,2017,278,347003
40039,2012,7550,638429
40039,2017,19316,622947
40041,2012,688,291570
40041,2017,1207,283317
40043,2012,4152,652014
40043,2017,3383,624827
40045,2012,3089,724088
40045,2017,2466,758323
40047,2012,4836,674900
40047,2017,4260,666373
40049,2012,3267,483349
40049,2017,2394,463183
40051,2012,11308,593435
40051,2017,10816,583322
40053,2012,9561,574723
40053,2017,5955,582216
40055,2012,6119,328119
40055,2017,2595,401551
40057,2012,7295,341688
40057,2017,19487,340599
40059,2012,1536,667515
40059,2017,3380,617812
40061,2012,(D),237621
40061,2017,839,256026
40063,2012,4267,413697
40063,2017,3546,436121
40065,2012,3956,510761
40065,2017,45453,478878
40067,2012,734,471938
40067,2017,1204,475462
40069,2012,1303,288877
40069,2017,1387,283645
40071,2012,8713,497696
40071,2017,23924,484179
40073,2012,5979,575269
40073,2017,4743,567621
40075,2012,2733,582669
40075,2017,1369,593315
40077,2012,153,213668
40077,2017,119,220552
40079,2012,301,380852
40079,2017,732,395048
40081,2012,1904,481690
40081,2017,2337,454252
40083,2012,3100,392623
40083,2017,3120,367361
40085,2012,2905,202572
40085,2017,1989,219480
40087,2012,2038,286267
40087,2017,2641,282747
40089,2012,455,342149
40089,2017,558,316606
40091,2012,192,225588
40091,2017,24,235936
40093,2012,8988,525040
40093,2017,8055,537111
40095,2012,854,174385
40095,2017,117,191836
40097,2012,430,271232
40097,2017,584,285102
40099,2012,210,209467
40099,2017,602,208149
40101,2012,1383,311720
40101,2017,1790,350119
40103,2012,3456,449098
40103,2017,1784,442797
40105,2012,94,346549
40105,2017,565,292122
40107,2012,549,347309
40107,2017,775,319725
40109,2012,546,133438
40109,2017,759,144188
40111,2012,267,295983
40111,2017,744,300165
40113,2012,1473,1101177
40113,2017,1340,1216673
40115,2012,84,205945
40115,2017,288,193251
40117,2012,1961,321998
40117,2017,2791,285982
40119,2012,1579,340811
40119,2017,1563,349732
40121,2012,568,518588
40121,2017,767,523627
40123,2012,746,320211
40123,2017,505,324584
40125,2012,2582,346137
40125,2017,635,335240
40127,2012,917,263487
40127,2017,428,297429
40129,2012,2054,730322
40129,2017,1466,719291
40131,2012,322,299353
40131,2017,687,301804
40133,2012,262,265537
40133,2017,826,243260
40135,2012,677,216577
40135,2017,1261,215116
40137,2012,1353,462237
40137,2017,1626,480668
40139,2012,6385,1278196
40139,2017,7041,1286834
40141,2012,9537,556966
40141,2017,17029,541419
40143,2012,414,113247
40143,2017,321,106222
40145,2012,569,194466
40145,2017,1468,198924
40147,2012,174,219441
40147,2017,486,230934
40149,2012,9835,642948
40149,2017,24020,633364
40151,2012,2829,830009
40151,2017,2594,808463
40153,2012,2305,787796
40153,2017,4467,714706
41001,2012,738,754585
41001,2017,1067,710789
41003,2012,1651,127626
41003,2017,2600,123975
41005,2012,2883,157426
41005,2017,5466,162667
41007,2012,140,15070
41007,2017,99,16382
41009,2012,654,43379
41009,2017,202,56668
41011,2012,173,138171
41011,2017,167,157496
41013,2012,593,799845
41013,2017,575,822676
41015,2012,61,70338
41015,2017,126,63342
41017,2012,659,134600
41017,2017,1005,131036
41019,2012,586,400179
41019,2017,855,382386
41021,2012,804,611920
41021,2017,2557,723405
41023,2012,392,628895
41023,2017,247,656410
41025,2012,1848,1557103
41025,2017,7647,1505437
41027,2012,2669,28451
41027,2017,2692,25817
41029,2012,1716,170298
41029,2017,1572,214079
41031,2012,526,792920
41031,2017,2775,817051
41033,2012,615,27866
41033,2017,538,28256
41035,2012,2051,482999
41035,2017,2030,650416
41037,2012,3042,755639
41037,2017,2012,657055
41039,2012,1769,203148
41039,2017,1194,219625
41041,2012,12,29017
41041,2017,15,30225
41043,2012,5420,314947
41043,2017,7063,331316
41045,2012,3526,1093362
41045,2017,5178,1076768
41047,2012,17453,288671
41047,2017,16876,286194
41049,2012,9796,1126101
41049,2017,(D),1165126
41051,2012,1499,25435
41051,2017,1667,29983
41053,2012,3165,148905
41053,2017,4023,144748
41055,2012,0,524857
41055,2017,543,513649
41057,2012,391,32936
41057,2017,1145,36551
41059,2012,10783,1352241
41059,2017,11910,1308312
41061,2012,1277,385152
41061,2017,1395,411671
41063,2012,1001,520213
41063,2017,1934,452559
41065,2012,5850,1388988
41065,2017,2791,1427324
41067,2012,2904,104715
41067,2017,3048,135733
41069,2012,452,556967
41069,2017,(D),649086
41071,2012,5697,169357
41071,2017,7894,177365
42001,2012,11325,166227
42001,2017,16940,171305
42003,2012,513,28970
42003,2017,1060,34837
42005,2012,2212,126655
42005,2017,2583,129090
42007,2012,1229,53832
42007,2017,1275,55795
42009,2012,10108,222224
42009,2017,13217,209795
42011,2012,30881,224722
42011,2017,33523,233744
42013,2012,8542,78923
42013,2017,11132,90117
42015,2012,7700,303601
42015,2017,9417,307990
42017,2012,2114,77255
42017,2017,3099,64024
42019,2012,3332,133954
42019,2017,6140,136237
42021,2012,1692,79341
42021,2017,4632,76889
42023,2012,0,5278
42023,2017,42,6215
42025,2012,1285,19498
42025,2017,1349,21162
42027,2012,8650,149858
42027,2017,8890,162041
42029,2012,14744,150514
42029,2017,21404,164495
42031,2012,1934,100344
42031,2017,2141,115976
42033,2012,1641,60957
42033,2017,1655,69250
42035,2012,5027,40057
42035,2017,9179,52715
42037,2012,6809,106748
42037,2017,12342,122743
42039,2012,5738,194447
42039,2017,6263,227731
42041,2012,15573,169654
42041,2017,24163,154879
42043,2012,8603,81252
42043,2017,10613,129378
42045,2012,(D),2385
42045,2017,(D),4725
42047,2012,712,22982
42047,2017,416,23488
42049,2012,4851,153403
42049,2017,7703,168634
42051,2012,798,112285
42051,2017,1768,112871
42053,2012,(D),4170
42053,2017,(D),8283
42055,2012,29536,269530
42055,2017,37183,264521
42057,2012,4485,100465
42057,2017,5717,112210
42059,2012,162,114089
42059,2017,275,112358
42061,2012,7623,120157
42061,2017,6012,158300
42063,2012,5172,148288
42063,2017,5669,153752
42065,2012,2729,80411
42065,2017,1161,91288
42067,2012,5803,85640
42067,2017,11903,91032
42069,2012,570,36556
42069,2017,797,32750
42071,2012,98271,393949
42071,2017,112520,439481
42073,2012,2353,82125
42073,2017,3201,80468
42075,2012,21074,107577
42075,2017,22754,121413
42077,2012,2891,74511
42077,2017,3323,76331
42079,2012,2548,49087
42079,2017,2918,60930
42081,2012,5437,186130
42081,2017,5324,158462
42083,2012,190,43084
42083,2017,201,36297
42085,2012,3322,156397
42085,2017,7226,163148
42087,2012,5692,80970
42087,2017,7261,90554
42089,2012,909,27607
42089,2017,1060,26483
42091,2012,934,30896
42091,2017,2095,30780
42093,2012,1578,38635
42093,2017,3540,43493
42095,2012,2920,59195
42095,2017,4214,65744
42097,2012,11576,124136
42097,2017,24009,129501
42099,2012,12776,114746
42099,2017,17766,135075
42101,2012,7,284
42101,2017,18,285
42103,2012,(D),24700
42103,2017,NA,28260
42105,2012,2309,97780
42105,2017,2604,96689
42107,2012,8436,96886
42107,2017,11190,105749
42109,2012,5984,98978
42109,2017,13681,91179
42111,2012,4323,219046
42111,2017,7245,214581
42113,2012,729,43424
42113,2017,1121,37481
42115,2012,1155,154409
42115,2017,2375,166399
42117,2012,4609,212797
42117,2017,4985,205158
42119,2012,11766,65719
42119,2017,17491,93241
42121,2012,749,53338
42121,2017,1769,61531
42123,2012,862,68153
42123,2017,1022,82419
42125,2012,2699,190447
42125,2017,1870,205821
42127,2012,711,100696
42127,2017,1219,112998
42129,2012,3396,144278
42129,2017,4761,143062
42131,2012,978,61303
42131,2017,1221,68749
42133,2012,12625,252713
42133,2017,25581,262062
44001,2012,(D),1331
44001,2017,(D),(D)
44003,2012,(D),9626
44003,2017,(D),(D)
44005,2012,1111,9713
44005,2017,1298,11559
44007,2012,289,16328
44007,2017,249,(D)
44009,2012,1066,19866
44009,2017,656,27305
45001,2012,435,88504
45001,2017,1302,92047
45003,2012,1492,162628
45003,2017,4480,154351
45005,2012,(D),86555
45005,2017,1411,124350
45007,2012,1585,183718
45007,2017,5061,159106
45009,2012,2087,102591
45009,2017,1302,92524
45011,2012,1412,74338
45011,2017,1114,87837
45013,2012,639,55955
45013,2017,957,42177
45015,2012,893,100277
45015,2017,385,75063
45017,2012,684,148718
45017,2017,1707,118382
45019,2012,865,37576
45019,2017,1039,35436
45021,2012,1017,61355
45021,2017,797,64601
45023,2012,1530,95955
45023,2017,2132,95506
45025,2012,669,125742
45025,2017,1505,131021
45027,2012,1883,136830
45027,2017,6576,173865
45029,2012,716,168095
45029,2017,1472,187722
45031,2012,11268,144066
45031,2017,6130,176848
45033,2012,3646,91385
45033,2017,12252,106749
45035,2012,827,73867
45035,2017,2025,74529
45037,2012,579,78545
45037,2017,860,81499
45039,2012,146,73082
45039,2017,1016,44512
45041,2012,2379,145927
45041,2017,3541,156014
45043,2012,218,80272
45043,2017,1413,66359
45045,2012,407,59382
45045,2017,917,72863
45047,2012,274,72274
45047,2017,612,85521
45049,2012,1828,106640
45049,2017,3129,139090
45051,2012,1617,170551
45051,2017,5250,177569
45053,2012,50,63146
45053,2017,524,68602
45055,2012,573,79055
45055,2017,508,82877
45057,2012,345,63084
45057,2017,511,65079
45059,2012,711,122322
45059,2017,1310,122659
45061,2012,1162,110211
45061,2017,5576,142449
45063,2012,3140,102585
45063,2017,7482,107700
45065,2012,40,40704
45065,2017,NA,30043
45067,2012,656,50399
45067,2017,897,80213
45069,2012,12515,90245
45069,2017,8949,113301
45071,2012,605,94810
45071,2017,242,104493
45073,2012,520,62499
45073,2017,1404,67871
45075,2012,5523,293790
45075,2017,7132,283128
45077,2012,(D),39331
45077,2017,182,44975
45079,2012,1894,52401
45079,2017,998,60836
45081,2012,1596,119495
45081,2017,2001,107948
45083,2012,1969,95806
45083,2017,3967,101849
45085,2012,2321,167672
45085,2017,4761,176002
45087,2012,753,43765
45087,2017,253,47312
45089,2012,788,208601
45089,2017,3185,224437
45091,2012,1043,120164
45091,2017,2244,123929
46003,2012,3403,354554
46003,2017,5706,442007
46005,2012,3273,810623
46005,2017,5704,793756
46007,2012,990,636917
46007,2017,465,606496
46009,2012,1504,304914
46009,2017,4071,351596
46011,2012,1847,459501
46011,2017,2581,449020
46013,2012,3778,1083014
46013,2017,5919,1078794
46015,2012,1967,517536
46015,2017,3999,513888
46017,2012,834,299891
46017,2017,1315,296175
46019,2012,2184,1155068
46019,2017,1955,1134603
46021,2012,2569,433761
46021,2017,2757,360341
46023,2012,4643,685988
46023,2017,4812,692319
46025,2012,2437,602011
46025,2017,4637,608805
46027,2012,1865,238940
46027,2017,3376,258692
46029,2012,2743,383166
46029,2017,2742,369235
46031,2012,3272,1287507
46031,2017,3044,1242269
46033,2012,119,611805
46033,2017,330,623206
46035,2012,1262,270256
46035,2017,2362,275291
46037,2012,2218,610611
46037,2017,11284,570125
46039,2012,2629,335322
46039,2017,2567,341853
46041,2012,801,1136564
46041,2017,1798,1181719
46043,2012,4515,274755
46043,2017,6890,269738
46045,2012,1475,739006
46045,2017,3922,696981
46047,2012,1993,898071
46047,2017,1955,1088818
46049,2012,2312,627164
46049,2017,5361,615620
46051,2012,2491,425627
46051,2017,3534,428624
46053,2012,3569,562085
46053,2017,5694,634932
46055,2012,85,1157670
46055,2017,2616,1133464
46057,2012,1363,310025
46057,2017,2978,311102
46059,2012,1245,895347
46059,2017,3039,905141
46061,2012,295,270935
46061,2017,3487,274069
46063,2012,1558,1467765
46063,2017,1913,1467327
46065,2012,2863,435033
46065,2017,6750,430930
46067,2012,1639,455628
46067,2017,4650,513352
46069,2012,1910,505694
46069,2017,1342,514618
46071,2012,3105,1166244
46071,2017,1556,1157939
46073,2012,270,341627
46073,2017,2832,332835
46075,2012,999,618468
46075,2017,4984,612384
46077,2012,1519,535987
46077,2017,5640,521142
46079,2012,1221,272529
46079,2017,6106,261757
46081,2012,467,165012
46081,2017,915,158746
46083,2012,1455,294694
46083,2017,5643,365530
46085,2012,3961,950795
46085,2017,8171,1028579
46087,2012,766,367087
46087,2017,4407,362890
46089,2012,2387,723073
46089,2017,5473,572789
46091,2012,2093,525474
46091,2017,5805,532218
46093,2012,2443,1998775
46093,2017,1723,2032553
46095,2012,3640,752566
46095,2017,962,698784
46097,2012,1638,351356
46097,2017,5850,357311
46099,2012,3593,374666
46099,2017,4687,407896
46101,2012,1055,265024
46101,2017,7024,254391
46102,2012,NA,1116156
